reference,credit_date,credit_amount
ORD4096,2026-07-07,11447.06
ORD4097,2026-07-28,38686.69
ORD4098,2026-07-30,6556.97
ORD4099,2026-07-06,2987.36
ORD4100,2026-07-22,28019.6
ORD4101,2026-07-08,1517.47
ORD4102,2026-07-05,23555.24
ORD4103,2026-07-16,10915.03
ORD4104,2026-07-23,13402.53
ORD4105,2026-07-14,10615.81
ORD4106,2026-07-30,15670.31
ORD4107,2026-07-09,42247.79
ORD4108,2026-07-27,5030.54
ORD4109,2026-07-12,10793.18
ORD4110,2026-07-21,43245.69
ORD4111,2026-07-08,10347.08
ORD4113,2026-07-21,26870.37
ORD4114,2026-07-04,25770.67
ORD4115,2026-07-08,13515.23
ORD4116,2026-07-03,6323.77
ORD4117,2026-07-14,42096.28
ORD4118,2026-07-18,7099.89
ORD4119,2026-07-11,16647.1
ORD4120,2026-07-25,37370.99
ORD4121,2026-07-29,41828.98
ORD4122,2026-07-24,41892.91
ORD4123,2026-08-02,43158.92
ORD4125,2026-07-26,15967.32
ORD4126,2026-07-16,14607.04
ORD4127,2026-07-22,8444.49
ORD4128,2026-07-15,39888.09
ORD4129,2026-07-30,11358.88
ORD4130,2026-07-20,32392.98
ORD4130,2026-07-20,32392.98
ORD4131,2026-07-22,40566.18
ORD4132,2026-07-14,33664.91
ORD4134,2026-07-17,2719.3
ORD4135,2026-07-31,1648.39
ORD4136,2026-07-20,43313.73
ORD4137,2026-07-28,35970.81
ORD4137,2026-07-28,35970.81
ORD4138,2026-07-20,16468.17
ORD4139,2026-07-24,10258.96
ORD4140,2026-07-09,12596.89
ORD4141,2026-07-13,38446.3
ORD4142,2026-07-27,30850.38
ORD4143,2026-07-03,38081.46
ORD4144,2026-07-19,11749.22
ORD4145,2026-07-10,9255.99
ORD4146,2026-07-05,8483.52
ORD4147,2026-07-29,35017.5
ORD4148,2026-07-18,26458.11
ORD4149,2026-07-02,40014.26
ORD4150,2026-07-16,29455.62
ORD4151,2026-07-26,27140.93
ORD4152,2026-07-18,8211.16
ORD4153,2026-07-16,34638.85
ORD4154,2026-07-08,6407.8
ORD4155,2026-07-13,41091.38
ORD4156,2026-07-18,8536.21
ORD4157,2026-07-25,31046.62
ORD4158,2026-07-24,16722.37
ORD4159,2026-07-12,41987.06
ORD4160,2026-07-18,42500.95
ORD4161,2026-07-17,39317.44
ORD4162,2026-07-12,18020.94
ORD4163,2026-07-16,33105.64
ORD4164,2026-07-12,13734.91
ORD4164,2026-07-12,13734.91
ORD4165,2026-07-17,34665.04
ORD4166,2026-07-05,23713.75
ORD4167,2026-07-08,27461.35
ORD4168,2026-07-07,34113.55
ORD4169,2026-07-21,7449.81
ORD4170,2026-07-02,20993.17
ORD4171,2026-07-19,18402.03
ORD4172,2026-07-12,42212.79
ORD4173,2026-07-28,41185.46
ORD4174,2026-07-04,27600.06
ORD4174,2026-07-04,27600.06
ORD4175,2026-07-04,22656.48
ORD4176,2026-07-24,33206.76
ORD4177,2026-07-27,7667.13
ORD4178,2026-07-13,17907.05
ORD4179,2026-07-13,39418.95
ORD4180,2026-07-16,21138.83
ORD4180,2026-07-16,21138.83
ORD4181,2026-07-29,13161.71
ORD4182,2026-07-11,42635.13
ORD4182,2026-07-11,42635.13
ORD4183,2026-07-24,34611.77
ORD4184,2026-07-06,22674.85
ORD4185,2026-07-05,1521.87
ORD4186,2026-07-29,20451.26
ORD4187,2026-07-17,7316.84
ORD4188,2026-07-11,38360.5
ORD4189,2026-07-30,26076.41
ORD4190,2026-07-24,40326.19
ORD4191,2026-07-25,5445.96
ORD4192,2026-07-30,33143.11
ORD4193,2026-07-20,20970.69
ORD4195,2026-07-11,5020.14
ORD4196,2026-07-14,32076.8
ORD4197,2026-07-26,1928.4
ORD4198,2026-07-18,14442.18
ORD4199,2026-07-20,28309.75
ORD4200,2026-07-08,1699.33
ORD4201,2026-07-06,1043.93
ORD4202,2026-07-24,38366.16
ORD4203,2026-07-13,28943.34
ORD4204,2026-07-17,16430.62
ORD4205,2026-07-29,15482.78
ORD4206,2026-07-13,11738.66
ORD4207,2026-07-23,36864.02
ORD4208,2026-07-29,8765.75
ORD4210,2026-07-10,38214.15
ORD4211,2026-07-19,35979.48
ORD4211,2026-07-19,35979.48
ORD4212,2026-07-14,22060.53
ORD4213,2026-07-30,32673.22
ORD4214,2026-07-13,35073.27
ORD4215,2026-07-04,10450.35
ORD4216,2026-07-29,6705.19
ORD4216,2026-07-29,6705.19
ORD4217,2026-07-20,4187.05
ORD4218,2026-07-10,38266.5
ORD4219,2026-07-12,40176.07
ORD4221,2026-07-10,16365.61
ORD4222,2026-07-11,33095.42
ORD4223,2026-07-08,15699.58
ORD4224,2026-07-29,14115.25
ORD4225,2026-07-22,13887.93
ORD4226,2026-07-19,15657.88
ORD4227,2026-07-20,7344.22
ORD4228,2026-07-29,23026.3
ORD4228,2026-07-29,23026.3
ORD4229,2026-07-23,37512.09
ORD4231,2026-07-27,42917.32
ORD4232,2026-07-30,40579.97
ORD4233,2026-07-12,39078.81
ORD4234,2026-07-23,16309.03
ORD4235,2026-07-20,14267.19
ORD4236,2026-07-25,43947.64
ORD4237,2026-07-05,15072.73
ORD4238,2026-07-16,21855.94
ORD4240,2026-07-04,43043.08
ORD4241,2026-07-20,15142.84
ORD4242,2026-07-08,40941.3
ORD4243,2026-07-04,13502.21
ORD4244,2026-07-12,17519.38
ORD4245,2026-07-10,41477.58
ORD4245,2026-07-10,41477.58
ORD4246,2026-07-24,22382.01
ORD4247,2026-07-28,11739.13
ORD4248,2026-07-21,14959.91
ORD4249,2026-07-26,11993.47
ORD4250,2026-07-12,43359.45
ORD4251,2026-07-05,8733.92
ORD4253,2026-07-28,30204.39
ORD4254,2026-07-13,23039.78
ORD4254,2026-07-13,23039.78
ORD4255,2026-07-09,3074.47
ORD4256,2026-07-26,11500.97
ORD4257,2026-07-20,18315.29
ORD4258,2026-07-24,40284.65
ORD4259,2026-07-16,29432.64
ORD4260,2026-07-12,27959.48
ORD4261,2026-07-14,11584.77
ORD4262,2026-07-18,16955.18
ORD4263,2026-07-22,8275.44
ORD4264,2026-07-17,13913.4
ORD4265,2026-07-13,43002.71
ORD4266,2026-07-18,10065.7
ORD4267,2026-07-29,5770.19
ORD4268,2026-07-17,22252.97
ORD4269,2026-07-03,24667.46
ORD4270,2026-07-26,31543.64
ORD4270,2026-07-26,31543.64
ORD4271,2026-07-12,8774.31
ORD4273,2026-07-26,1447.87
ORD4274,2026-07-08,12565.2
ORD4275,2026-07-25,3936.2
ORD4276,2026-07-20,31752.27
ORD4277,2026-07-23,13134.19
ORD4278,2026-07-23,16970.72
ORD4279,2026-07-20,33816.48
ORD4281,2026-07-18,17980.35
ORD4282,2026-07-26,3890.3
ORD4283,2026-07-27,41271.51
ORD4283,2026-07-27,41271.51
ORD4284,2026-07-25,14292.81
ORD4285,2026-07-13,10078.04
ORD4286,2026-07-28,40736.77
ORD4287,2026-07-05,38465.84
ORD4288,2026-07-03,11060.41
ORD4290,2026-07-15,4705.88
ORD4290,2026-07-15,4705.88
ORD4291,2026-07-08,2034.97
ORD4293,2026-07-05,35541.74
ORD4294,2026-07-11,27203.41
ORD4295,2026-07-05,23623.74
ORD4296,2026-07-24,21109.44
ORD4297,2026-07-20,424.84
ORD4298,2026-07-29,37589.48
ORD4299,2026-07-03,33003.85
ORD4300,2026-07-26,11024.32
ORD4301,2026-07-04,8442.67
ORD4302,2026-07-05,24620.68
ORD4303,2026-07-14,1720.84
ORD4304,2026-07-20,42896.79
ORD4305,2026-07-06,1393.64
ORD4306,2026-07-27,28363.7
ORD4307,2026-07-14,40071.16
ORD4308,2026-07-27,5149.57
ORD4309,2026-07-20,1751.73
ORD4310,2026-07-12,8509.11
ORD4311,2026-07-16,9504.93
ORD4312,2026-07-17,5845.87
ORD4313,2026-07-06,3113.17
ORD4314,2026-07-08,8995.72
ORD4315,2026-08-03,32657.23
ORD4316,2026-07-14,40833.15
ORD4317,2026-07-24,10774.37
ORD4318,2026-07-07,4387.37
ORD4319,2026-07-05,7350.83
ORD4320,2026-07-12,17376.29
ORD4321,2026-07-09,33025.18
ORD4322,2026-07-25,40992.7
ORD4323,2026-07-24,29840.1
ORD4324,2026-07-26,26472.54
ORD4325,2026-07-19,14449.01
ORD4326,2026-07-18,8439.94
ORD4327,2026-07-09,15861.14
ORD4327,2026-07-09,15861.14
ORD4328,2026-07-12,26092.07
ORD4328,2026-07-12,26092.07
ORD4329,2026-07-20,40891.43
ORD4330,2026-07-04,12044.84
ORD4331,2026-07-30,16535.15
ORD4333,2026-07-20,41198.5
ORD4334,2026-07-12,18751.25
ORD4335,2026-07-29,36898.18
ORD4336,2026-07-05,3796.05
ORD4337,2026-07-25,39211.56
ORD4338,2026-07-10,25620.43
ORD4339,2026-07-24,12210.16
ORD4340,2026-07-20,20518.3
ORD4341,2026-07-11,33283.82
ORD4342,2026-07-22,13585.99
ORD4343,2026-07-26,2612.91
ORD4344,2026-07-15,20612.24
ORD4345,2026-07-05,31975.37
ORD4346,2026-07-15,1675.92
ORD4347,2026-07-29,34334.94
ORD4347,2026-07-29,34334.94
ORD4348,2026-07-30,35112.27
ORD4350,2026-07-18,8164.9
ORD4351,2026-07-04,6297.01
ORD4352,2026-08-02,14619.3
ORD4353,2026-07-22,22806.93
ORD4354,2026-07-14,31010.84
ORD4355,2026-07-25,34438.13
ORD4356,2026-07-05,37073.21
ORD4357,2026-07-19,15618.72
ORD4358,2026-07-15,35688.49
ORD4359,2026-07-04,10658.7
ORD4360,2026-07-23,28722.48
ORD4361,2026-07-07,32163.16
ORD4362,2026-07-14,8970.84
ORD4363,2026-07-17,35930.25
ORD4365,2026-07-25,37826.42
ORD4366,2026-07-25,35772.84
ORD4367,2026-07-28,25991.07
ORD4368,2026-07-06,29756.57
ORD4369,2026-07-18,13004.8
ORD4370,2026-07-25,40019.4
ORD4371,2026-07-29,5591.22
ORD4372,2026-07-24,19234.21
ORD4373,2026-07-10,29353.84
ORD4374,2026-07-26,8489.29
ORD4375,2026-07-15,19972.55
ORD4376,2026-07-12,22682.29
ORD4377,2026-07-08,24282.55
ORD4378,2026-07-23,29470.05
ORD4379,2026-07-28,26859.06
ORD4380,2026-07-18,6091.77
ORD4381,2026-07-26,14263.76
ORD4383,2026-07-03,17569.46
ORD4384,2026-07-19,7935.54
ORD4385,2026-07-25,15694.74
ORD4386,2026-07-15,36567.53
ORD4387,2026-07-28,29114.74
ORD4388,2026-07-24,26813.99
ORD4389,2026-07-09,19462.91
ORD4390,2026-07-06,24502.06
ORD4391,2026-07-03,34413.43
ORD4392,2026-07-17,40378.84
ORD4393,2026-07-16,33712.19
ORD4394,2026-07-17,24942.59
ORD4395,2026-07-20,7028.9
ORD4396,2026-07-11,12583.54
ORD4397,2026-07-10,6329.12
ORD4398,2026-07-14,1985.09
ORD4399,2026-07-23,35008.02
ORD4400,2026-07-28,4938.94
ORD4401,2026-07-14,29489.17
ORD4402,2026-07-13,12901.95
ORD4404,2026-07-17,9562.94
ORD4405,2026-07-05,29403.17
ORD4406,2026-07-11,3742.25
ORD4407,2026-07-09,14795.43
ORD4408,2026-07-13,6062.72
ORD4408,2026-07-13,6062.72
ORD4409,2026-07-24,34871.16
ORD4410,2026-07-28,31616.6
ORD4411,2026-07-25,11526.41
ORD4412,2026-07-22,4168.59
ORD4413,2026-07-13,2781.8
ORD4414,2026-07-24,4932.82
ORD4415,2026-07-23,26850.26
ORD4416,2026-07-06,35563.8
ORD4417,2026-07-08,39743.3
ORD4418,2026-07-10,5699.11
ORD4418,2026-07-10,5699.11
ORD4421,2026-07-14,38333.08
ORD4422,2026-07-30,16959.03
ORD4422,2026-07-30,16959.03
ORD4423,2026-07-09,42673.17
ORD4424,2026-07-26,27208.28
ORD4425,2026-07-29,41214.18
ORD4426,2026-07-12,34577.23
ORD4426,2026-07-12,34577.23
ORD4427,2026-07-21,17649.43
ORD4428,2026-07-03,8391.7
ORD4428,2026-07-03,8391.7
ORD4429,2026-07-23,32890.6
ORD4430,2026-07-03,24453.87
ORD4431,2026-07-13,22244.28
ORD4432,2026-07-04,13073.87
ORD4433,2026-07-10,41149.81
ORD4434,2026-07-23,1058.53
ORD4435,2026-07-28,40536.43
ORD4436,2026-07-25,34880.67
ORD4437,2026-07-03,9210.78
ORD4437,2026-07-03,9210.78
ORD4438,2026-07-12,30660.84
ORD4439,2026-07-08,12796.28
ORD4440,2026-07-30,30085.15
ORD4441,2026-07-24,11241.14
ORD4442,2026-07-29,36559.9
ORD4444,2026-07-11,2203.14
ORD4445,2026-07-22,15787.62
ORD4446,2026-07-14,38421.31
ORD4447,2026-07-22,16218.38
ORD4448,2026-07-10,11610.52
ORD4449,2026-07-23,12637.21
ORD4450,2026-07-09,16248.75
ORD4451,2026-07-18,10250.14
ORD4451,2026-07-18,10250.14
ORD4452,2026-07-06,35749.62
ORD4453,2026-07-26,25944.95
ORD4454,2026-07-25,23428.49
ORD4455,2026-07-11,40904.33
ORD4455,2026-07-11,40904.33
ORD4456,2026-07-11,5348.8
ORD4457,2026-07-27,2432.78
ORD4458,2026-07-27,26543.84
ORD4458,2026-07-27,26543.84
ORD4459,2026-07-29,41509.6
ORD4460,2026-07-14,11240.63
ORD4461,2026-07-24,30046.12
ORD4462,2026-07-09,9690.16
ORD4463,2026-07-03,19447.06
ORD4464,2026-07-05,23625.05
ORD4465,2026-07-10,13583.16
ORD4466,2026-07-16,15654.8
ORD4467,2026-07-06,9071.46
ORD4468,2026-07-26,13748.85
ORD4469,2026-07-07,22981.56
ORD4470,2026-07-08,37203.47
ORD4471,2026-07-21,2832.51
ORD4471,2026-07-21,2832.51
ORD4472,2026-07-13,12499.41
ORD4473,2026-07-21,16498.04
ORD4474,2026-07-29,11606.15
ORD4475,2026-07-27,44066.43
ORD4476,2026-07-16,12002.87
ORD4477,2026-07-11,43198.3
ORD4478,2026-07-07,30853.02
ORD4479,2026-07-16,28849.7
ORD4480,2026-07-22,17486.17
ORD4481,2026-07-05,10007.86
ORD4482,2026-07-30,34860.02
ORD4483,2026-07-28,38176.36
ORD4483,2026-07-28,38176.36
ORD4484,2026-07-25,10703.97
ORD4485,2026-07-03,8541.39
ORD4486,2026-07-25,6968.31
ORD4487,2026-07-15,21393.21
ORD4488,2026-07-22,33262.47
ORD4490,2026-07-24,22399.89
ORD4492,2026-07-14,1440.57
ORD4493,2026-07-22,33909.11
ORD4494,2026-07-09,18776.43
ORD4495,2026-07-19,35133.06
ORD4496,2026-07-15,21227.32
ORD4497,2026-07-04,10484.48
ORD4498,2026-07-13,35581.11
ORD4498,2026-07-13,35581.11
ORD4499,2026-07-17,15899.54
ORD4500,2026-07-19,14623.41
ORD4501,2026-07-25,39280.65
ORD4502,2026-07-13,31865.83
ORD4503,2026-07-13,18008.27
ORD4504,2026-07-14,5036.06
ORD4505,2026-07-16,5251.07
ORD4506,2026-07-21,10466.11
ORD4507,2026-07-29,39213.67
ORD4508,2026-07-12,1643.96
ORD4509,2026-07-02,13583.06
ORD4510,2026-07-17,35535.91
ORD4510,2026-07-17,35535.91
ORD4511,2026-07-20,8633.25
ORD4512,2026-07-12,11148.76
ORD4515,2026-07-03,43682.79
ORD4516,2026-07-23,37651.91
ORD4517,2026-07-29,22031.13
ORD4518,2026-07-21,8662.67
ORD4519,2026-07-02,12565.97
ORD4520,2026-07-19,38801.28
ORD4521,2026-07-11,38996.95
ORD4522,2026-07-23,40522.02
ORD4523,2026-07-08,32173.56
ORD4524,2026-07-17,26516.27
ORD4525,2026-07-26,35348.3
ORD4527,2026-07-31,23786.17
ORD4528,2026-07-25,27834.56
ORD4529,2026-07-10,16511.16
ORD4530,2026-07-03,3984.58
ORD4531,2026-07-26,21605.03
ORD4531,2026-07-26,21605.03
ORD4532,2026-07-22,11434.68
ORD4533,2026-07-19,24271.59
ORD4534,2026-07-11,13662.15
ORD4535,2026-07-15,7847.09
ORD4537,2026-07-13,24764.66
ORD4538,2026-07-28,5702.94
ORD4539,2026-07-06,32110.11
ORD4540,2026-07-30,28389.25
ORD4541,2026-07-23,5211.71
ORD4542,2026-07-18,13951.77
ORD4544,2026-07-17,24100.8
ORD4545,2026-07-27,17632.71
ORD4546,2026-07-19,11581.09
ORD4547,2026-07-21,9478.67
ORD4548,2026-07-15,27397.33
ORD4549,2026-07-06,37849.76
ORD4550,2026-07-10,41380.12
ORD4551,2026-07-24,24364.98
ORD4552,2026-07-14,19708.91
ORD4553,2026-07-13,15241.69
ORD4554,2026-07-17,22455.75
ORD4555,2026-07-12,24683.93
ORD4556,2026-07-18,31189.19
ORD4557,2026-07-05,43508.91
ORD4558,2026-07-08,2503.21
ORD4559,2026-07-18,27761.86
ORD4560,2026-07-16,27687.19
ORD4561,2026-07-14,27186.06
ORD4562,2026-07-10,36269.76
ORD4563,2026-07-04,13800.13
ORD4564,2026-07-14,27884.6
ORD4565,2026-07-16,37529.6
ORD4566,2026-07-15,10939.54
ORD4567,2026-07-24,9123.11
ORD4567,2026-07-24,9123.11
ORD4568,2026-07-19,32333.42
ORD4569,2026-07-17,34344.42
ORD4570,2026-07-04,26692.59
ORD4571,2026-08-04,9577.52
ORD4572,2026-07-06,30133.13
ORD4572,2026-07-06,30133.13
ORD4573,2026-07-08,19297.73
ORD4574,2026-07-06,31660.96
ORD4575,2026-07-18,12720.99
ORD4576,2026-07-18,19029.85
ORD4577,2026-07-14,31103.94
ORD4578,2026-07-07,9262.63
ORD4579,2026-07-25,8884.09
ORD4580,2026-07-11,25645.04
ORD4581,2026-07-19,10640.09
ORD4582,2026-07-06,37820.75
ORD4583,2026-07-30,22267.32
ORD4584,2026-07-25,13683.35
ORD4585,2026-07-04,13907.95
ORD4586,2026-07-25,9947.44
ORD4587,2026-07-23,32776.39
ORD4588,2026-07-05,2818.41
ORD4589,2026-07-15,41505.76
ORD4590,2026-07-16,32725.56
ORD4591,2026-07-22,35684.57
ORD4592,2026-07-13,21496.84
ORD4593,2026-07-10,34179.67
ORD4594,2026-07-14,18326.34
ORD4596,2026-07-24,22271.86
ORD4597,2026-07-07,33087.45
ORD4597,2026-07-07,33087.45
ORD4598,2026-07-17,30456.44
ORD4599,2026-07-27,27251.7
ORD4600,2026-07-06,3471.76
ORD4601,2026-07-19,24807.37
ORD4602,2026-07-12,35933.98
ORD4603,2026-07-10,5750.72
ORD4604,2026-07-07,17782.79
ORD4605,2026-07-08,17956.86
ORD4606,2026-07-28,36738.33
ORD4607,2026-07-24,18402.84
ORD4608,2026-07-07,41784.74
ORD4610,2026-07-09,14207.3
ORD4611,2026-07-25,28823.02
ORD4612,2026-07-22,19878.81
ORD4613,2026-07-04,24035.34
ORD4614,2026-07-14,40738.98
ORD4615,2026-07-14,20802.3
ORD4616,2026-07-23,31387.68
ORD4616,2026-07-23,31387.68
ORD4617,2026-07-05,28219.7
ORD4618,2026-07-16,15028.55
ORD4619,2026-07-11,15161.5
ORD4620,2026-07-27,12167.55
ORD4621,2026-07-19,38642.48
ORD4622,2026-07-18,29004.48
ORD4623,2026-07-22,36812.85
ORD4624,2026-07-05,35363.68
ORD4625,2026-07-04,34157.71
ORD4626,2026-07-19,25120.33
ORD4627,2026-07-08,1970.92
ORD4628,2026-07-21,9939.7
ORD4629,2026-07-08,1968.14
ORD4630,2026-07-17,4118.92
ORD4631,2026-07-08,11148.35
ORD4632,2026-07-11,32385.3
ORD4633,2026-07-08,8418.91
ORD4634,2026-07-08,33273.04
ORD4635,2026-07-05,6504.93
ORD4636,2026-07-19,23204.14
ORD4637,2026-07-07,7794.59
ORD4638,2026-07-23,18352.04
ORD4639,2026-07-06,9735.32
ORD4640,2026-07-06,41688.1
ORD4641,2026-07-15,13387.3
ORD4642,2026-07-27,26531.7
ORD4643,2026-07-27,32608.94
ORD4643,2026-07-27,32608.94
ORD4644,2026-07-29,13073.03
ORD4645,2026-08-01,18125.47
ORD4646,2026-07-13,26434.39
ORD4648,2026-07-17,36549.8
ORD4649,2026-07-10,38585.54
ORD4650,2026-07-09,4111.1
ORD4651,2026-07-08,40466.44
ORD4652,2026-07-13,1621.26
ORD4653,2026-07-07,10813.05
ORD4653,2026-07-07,10813.05
ORD4654,2026-07-26,37377.16
ORD4655,2026-07-21,36409.72
ORD4656,2026-07-18,39058.19
ORD4657,2026-07-10,35798.16
ORD4658,2026-07-08,7613.69
ORD4659,2026-07-15,32528.89
ORD4659,2026-07-15,32528.89
ORD4660,2026-07-10,25666.26
ORD4661,2026-07-14,23294.43
ORD4661,2026-07-14,23294.43
ORD4662,2026-07-16,16855.06
ORD4663,2026-07-16,14174.78
ORD4664,2026-07-08,20852.62
ORD4665,2026-07-20,12913.82
ORD4668,2026-07-03,33701.13
ORD4669,2026-07-05,19215.64
ORD4669,2026-07-05,19215.64
ORD4670,2026-07-24,8067.74
ORD4671,2026-07-10,9423.44
ORD4671,2026-07-10,9423.44
ORD4672,2026-07-11,31043.85
ORD4673,2026-07-08,6922.24
ORD4674,2026-07-14,12800.33
ORD4675,2026-07-11,13246.79
ORD4676,2026-07-26,9713.33
ORD4677,2026-07-07,33474.99
ORD4678,2026-07-16,43794.28
ORD4679,2026-07-03,39953.27
ORD4679,2026-07-03,39953.27
ORD4680,2026-07-27,13734.49
ORD4681,2026-07-07,5358.6
ORD4682,2026-07-29,13210.1
ORD4683,2026-07-20,6909.44
ORD4684,2026-07-30,25152.86
ORD4685,2026-07-25,19361.93
ORD4686,2026-07-14,33128.48
ORD4687,2026-07-06,34236.09
ORD4688,2026-07-22,8972.64
ORD4689,2026-07-21,17527.86
ORD4690,2026-07-06,24416.41
ORD4690,2026-07-06,24416.41
ORD4691,2026-07-24,5687.88
ORD4692,2026-07-25,9593.17
ORD4693,2026-07-08,29716.21
ORD4694,2026-07-04,1529.69
ORD4695,2026-07-19,15205.62
ORD4696,2026-07-24,15561.15
ORD4697,2026-07-17,1211.36
ORD4698,2026-07-21,36677.62
ORD4699,2026-07-05,5362.15
ORD4700,2026-07-29,22799.96
ORD4701,2026-07-06,9374.36
ORD4701,2026-07-06,9374.36
ORD4702,2026-07-05,33638.34
ORD4703,2026-07-17,34476.37
ORD4704,2026-07-10,37339.62
ORD4705,2026-07-09,17625.46
ORD4706,2026-07-13,39697.0
ORD4707,2026-07-17,7834.45
ORD4708,2026-07-21,43995.13
ORD4709,2026-07-20,21562.53
ORD4710,2026-07-28,18943.04
ORD4711,2026-07-11,20264.44
ORD4711,2026-07-11,20264.44
ORD4712,2026-07-12,14545.71
ORD4713,2026-08-02,40041.58
ORD4714,2026-07-12,32040.61
ORD4715,2026-07-09,27951.27
ORD4716,2026-07-16,23295.27
ORD4717,2026-07-22,6115.3
ORD4718,2026-07-06,14934.06
ORD4719,2026-07-09,9990.87
ORD4720,2026-07-08,18867.74
ORD4721,2026-07-15,38554.13
ORD4722,2026-07-13,19751.35
ORD4723,2026-07-27,18660.14
ORD4724,2026-08-01,32153.55
ORD4725,2026-07-03,6799.05
ORD4726,2026-07-25,10136.41
ORD4727,2026-07-04,7148.1
ORD4727,2026-07-04,7148.1
ORD4728,2026-07-26,332.89
ORD4729,2026-07-06,34531.96
ORD4730,2026-07-21,23038.76
ORD4731,2026-07-26,3985.44
ORD4732,2026-07-13,24952.22
ORD4733,2026-07-02,28791.55
ORD4734,2026-07-29,3384.38
ORD4735,2026-07-09,2350.54
ORD4736,2026-07-04,38027.32
ORD4737,2026-07-10,16806.99
ORD4738,2026-07-28,31859.17
ORD4739,2026-07-29,7757.77
ORD4740,2026-07-03,37525.43
ORD4741,2026-07-22,24685.97
ORD4742,2026-07-21,15709.95
ORD4743,2026-07-06,35656.0
ORD4744,2026-07-26,3365.01
ORD4745,2026-07-16,21267.83
ORD4746,2026-07-08,21112.28
ORD4747,2026-07-04,43306.02
ORD4748,2026-07-27,19731.78
ORD4749,2026-07-18,10053.13
ORD4750,2026-07-28,43341.0
ORD4751,2026-07-26,20230.32
ORD4752,2026-07-13,27335.3
ORD4753,2026-07-14,572.75
ORD4754,2026-07-28,23661.72
ORD4755,2026-07-27,43081.36
ORD4756,2026-07-05,17872.46
ORD4758,2026-07-26,28444.3
ORD4759,2026-07-27,37969.9
ORD4760,2026-07-20,6735.92
ORD4761,2026-07-11,8564.92
ORD4762,2026-07-25,28621.96
ORD4763,2026-07-24,36037.91
ORD4763,2026-07-24,36037.91
ORD4764,2026-07-09,3581.47
ORD4765,2026-07-10,3606.69
ORD4766,2026-07-12,30996.75
ORD4767,2026-07-03,42245.5
ORD4768,2026-07-13,20401.75
ORD4769,2026-07-26,39443.44
ORD4770,2026-07-03,7376.89
ORD4771,2026-07-26,8767.5
ORD4772,2026-07-11,25649.84
ORD4773,2026-07-11,9741.84
ORD4774,2026-07-12,42184.59
ORD4776,2026-07-17,9252.06
ORD4777,2026-07-23,40808.03
ORD4778,2026-07-17,32030.46
ORD4779,2026-07-15,13436.15
ORD4780,2026-07-05,29215.09
ORD4781,2026-07-05,21412.91
ORD4782,2026-07-26,19573.42
ORD4783,2026-07-07,4357.7
ORD4785,2026-07-09,36918.88
ORD4786,2026-07-07,27144.54
ORD4787,2026-07-29,11848.11
ORD4787,2026-07-29,11848.11
ORD4788,2026-07-07,22160.1
ORD4789,2026-07-21,14600.37
ORD4790,2026-07-17,43569.53
ORD4791,2026-07-22,25223.88
ORD4792,2026-07-19,14269.32
ORD4793,2026-07-17,35425.3
ORD4794,2026-07-19,1910.66
ORD4796,2026-07-12,29599.23
ORD4797,2026-07-04,3510.05
ORD4798,2026-07-17,28297.93
ORD4799,2026-07-29,5240.61
ORD4800,2026-07-08,23877.9
ORD4801,2026-07-30,35597.88
ORD4802,2026-07-02,6205.8
ORD4803,2026-07-12,43711.72
ORD4803,2026-07-12,43711.72
ORD4804,2026-07-20,4134.0
ORD4805,2026-07-13,27223.74
ORD4806,2026-07-28,13522.14
ORD4807,2026-07-23,8232.17
ORD4808,2026-07-15,41093.86
ORD4809,2026-07-03,14694.3
ORD4810,2026-07-24,36524.8
ORD4810,2026-07-24,36524.8
ORD4811,2026-07-16,21900.74
ORD4812,2026-07-13,30449.79
ORD4813,2026-07-20,19114.78
ORD4815,2026-07-26,30868.7
ORD4816,2026-07-21,32266.86
ORD4817,2026-07-21,6679.4
ORD4818,2026-07-28,3449.03
ORD4820,2026-07-18,33159.68
ORD4821,2026-07-13,9493.87
ORD4822,2026-07-25,29014.44
ORD4823,2026-07-07,29216.59
ORD4825,2026-07-21,24786.51
ORD4826,2026-07-13,13336.23
ORD4827,2026-07-16,22810.47
ORD4828,2026-07-17,22493.81
ORD4829,2026-07-23,38586.03
ORD4830,2026-07-28,41364.15
ORD4831,2026-07-29,5620.73
ORD4832,2026-07-04,37350.68
ORD4833,2026-07-14,4278.38
ORD4834,2026-07-27,32565.41
ORD4835,2026-07-23,8714.35
ORD4836,2026-07-12,26660.41
ORD4837,2026-07-11,19765.68
ORD4838,2026-07-19,25409.23
ORD4839,2026-07-08,17973.33
ORD4840,2026-07-07,43643.01
ORD4841,2026-07-02,30053.65
ORD4842,2026-07-08,41696.69
ORD4843,2026-07-18,1833.25
ORD4844,2026-07-13,27953.92
ORD4845,2026-07-11,42161.74
ORD4846,2026-07-17,21758.43
ORD4848,2026-07-12,43963.44
ORD4849,2026-07-18,31954.94
ORD4850,2026-07-07,3534.86
ORD4851,2026-07-23,2224.65
ORD4852,2026-07-19,31175.21
ORD4853,2026-07-25,3419.09
ORD4854,2026-07-07,15356.72
ORD4855,2026-07-07,35414.43
ORD4855,2026-07-07,35414.43
ORD4856,2026-07-03,17396.53
ORD4857,2026-07-10,38339.78
ORD4858,2026-07-23,26291.2
ORD4859,2026-07-15,1575.03
ORD4860,2026-07-30,13574.42
ORD4861,2026-07-28,25998.95
ORD4862,2026-07-09,24942.04
